item_id,category,description,name,price
CTO6D,Office Products,,Paper Clips,708.30
Q9SHG,Electronics,,Kindle,1212.17
UT4AJ,Electronics,,Speaker,919.49
U57B0,"Arts, Crafts & Sewing",,Watercolor Pens,907.79
BGIZ9,Toys & Games,,Barbie,1290.22
QSS2X,Others,for everyday use,Plants,1606.28
KRW2B,Others,,Plants,1226.32
7IK9X,Office Products,,Pen,1430.42
632TD,"Clothing, Shoes & Jewelry",Machine Wash,Jacket,206.26
4WONY,Sports & Outdoors,,Badminton Racket,735.66
8N48J,Others,,Notebook,1350.76
Z0MAF,Others,for everyday use,Nail Paint,150.55
IC674,Sports & Outdoors,Cushioning provides excellent shock absorption,Sports Shoes,463.22
HL1U7,Office Products,,Paper Clips,1754.23
EV565,Office Products,For everyday office use,Pen,942.37
7BYHI,Others,for everyday use,Lamp,1474.52
UT7NF,"Arts, Crafts & Sewing",Set of 12,Paint Brushes,213.59
C0UBI,Electronics,,Laptop,1530.65
SHJVQ,Home & Kitchen,Professional quality at its best – the best materials to update your cooking!,Sauce Pots,61.33
BYCQN,Pet Supplies,For your lovely pet,Water and Food Bowls,691.54
MYM9T,Pet Supplies,For your lovely pet,Pet Grooming,745.81
6XGS3,Beauty & Personal Care,Suitable for all skin types,Serum,1633.17
6Y8JS,Office Products,For everyday office use,Marker,767.19
NGM00,Toys & Games,,Kite,872.20
Y8OMV,Home & Kitchen,One of a kind stainless steel,Bowls,1874.50
T1HKB,Pet Supplies,For your lovely pet,Pet Bed,639.49
U0IK1,Home & Kitchen,,Bowls,1966.10
CHMD9,Others,,Nail Paint,542.50
3FYN4,"Arts, Crafts & Sewing",Set of 12,Oil Paints,984.94
92C77,Toys & Games,make a great gift for kids 3 to 7 years olds,Hot Wheels,1337.10
NTRGP,Office Products,For everyday office use,Sticky Notes,1726.20
2A0DQ,Sports & Outdoors,100% Synthetic,Basketball,1394.33
LE4Q1,Electronics,"【Display and Graphics】17.3 diagonal, FHD ",Kindle,656.42
FGQDK,Toys & Games,make a great gift for kids 3 to 7 years olds,Kite,1005.46
BPQT4,Office Products,,Sticky Notes,152.75
K0LC1,Office Products,For everyday office use,Pen,122.58
KZ9BG,Others,,Plants,786.51
KKG6H,Sports & Outdoors,,Badminton Racket,1607.32
KCFRG,Electronics,,Mobile,1510.17
7VBRB,Electronics,Reams of high-bandwidth DDR4 RAM,Ipad,1405.70
CCKL2,"Clothing, Shoes & Jewelry",,Tshirt,1909.95
Q1AA6,"Clothing, Shoes & Jewelry",,Rings,87.80
PI8QJ,Pet Supplies,For your lovely pet,Pet Grooming,590.30
PCN4U,Pet Supplies,,Leash And Collar,1226.34
VL2CW,Others,,Lamp,139.44
4AZ07,Home & Kitchen,,Salad Spinner,696.24
IHHDW,"Clothing, Shoes & Jewelry",,Boots,634.52
LSYV9,Home & Kitchen,,Pans,1223.65
H9110,Electronics,,Laptop,838.20
Z95QI,Electronics,【11th Gen Intel Core i5-1135G7】,Laptop,1820.80
OOIFY,Electronics,Reams of high-bandwidth DDR4 RAM,Airpods,346.73
5HDTU,Pet Supplies,For your lovely pet,Leash And Collar,671.71
1X34P,Office Products,For everyday office use,Paper Clips,1647.97
OGJI8,Electronics,,Ipad,263.56
VPVDM,"Clothing, Shoes & Jewelry",,Boots,1783.20
K2SPN,Beauty & Personal Care,,Bath Soap,1618.97
8ZJ55,Sports & Outdoors,100% Synthetic,Basketball,1322.70
BR071,Toys & Games,"Unbox the package to find a soft, plush, sparkly doll!",Teddy Bear,1444.23
EJX8M,Electronics,,Speaker,1458.20
Q1MSF,Beauty & Personal Care,,Facewash,540.52
8WRD3,Beauty & Personal Care,,Serum,1059.94
RL0FW,Electronics,"【Display and Graphics】17.3 diagonal, FHD ",Mobile,1467.27
WD6W4,"Arts, Crafts & Sewing",,Easel,542.55
ZI4QR,Electronics,,Laptop,646.44
B36PA,Electronics,,Ipad,1122.50
V4L6B,Pet Supplies,,Pet Grooming,435.62
XADEF,Beauty & Personal Care,Suitable for all skin types,Facewash,968.75
R9TLZ,Pet Supplies,For your lovely pet,Pet Bed,373.57
ZWLIQ,"Arts, Crafts & Sewing",Set of 10,Curtains,1956.28
5JTDK,Beauty & Personal Care,,Toothpaste,1519.59
SPY45,Office Products,,Marker,1714.16
I4974,Electronics,,Charger,1759.22
H0HZA,"Arts, Crafts & Sewing",Set of 12,Curtains,1982.57
F6BXN,Electronics,,Laptop Stand,888.44
KQ51N,Pet Supplies,For your lovely pet,Water and Food Bowls,1677.45
HJVGW,Office Products,,Sticky Notes,508.62
4Q3AG,Others,for everyday use,Plants,66.19
QLJFT,Home & Kitchen,Professional quality at its best – the best materials to update your cooking!,Spoons,75.00
G37U8,"Arts, Crafts & Sewing",,Paint Brushes,1914.76
JT7JX,Pet Supplies,,Leash And Collar,1464.85
X7KJJ,Home & Kitchen,,Can Opener,716.84
BZYES,Office Products,For everyday office use,Pencil,925.11
VCSEM,Office Products,For everyday office use,Sticky Notes,27.84
QIQOL,Toys & Games,,Hot Wheels,904.58
ESZLY,Home & Kitchen,One of a kind stainless steel,Knives,1976.25
XVZUK,Toys & Games,make a great gift for kids 3 to 7 years olds,Hot Wheels,317.68
V4LAN,Electronics,,Airpods,1177.28
U7NUT,Home & Kitchen,One of a kind stainless steel,Bowls,214.66
9EGOQ,Others,,Chair,468.91
2YKAZ,Sports & Outdoors,100% Synthetic,Hat,194.13
TPJX2,Home & Kitchen,One of a kind stainless steel,Salad Spinner,931.42
VKVKU,Pet Supplies,,Pet Grooming,1902.26
QOOOR,Home & Kitchen,One of a kind stainless steel,Knives,771.91
88MKO,"Arts, Crafts & Sewing",,Oil Paints,608.63
33GFY,Beauty & Personal Care,,Handwash,294.48
S26SM,Electronics,,Ipad,1299.40
4Y2P0,Home & Kitchen,Professional quality at its best – the best materials to update your cooking!,Salad Spinner,1535.56
EG4SO,Pet Supplies,For your lovely pet,Leash And Collar,1520.73
N5GI0,Office Products,,Pen,1798.60
UPE1Y,"Arts, Crafts & Sewing",Set of 10,Oil Paints,1928.70
CCVB0,"Clothing, Shoes & Jewelry",Imported,Necklace,1701.52
TKG2X,Pet Supplies,For your lovely pet,Leash And Collar,1284.10
N97MD,Others,for everyday use,Chair,1603.33
GMTTO,Toys & Games,"Unbox the package to find a soft, plush, sparkly doll!",Barbie,1540.63
T2B88,"Arts, Crafts & Sewing",Set of 10,Oil Paints,1536.11
Y10C8,"Clothing, Shoes & Jewelry",,Boots,693.98
B51ES,Others,for everyday use,Chair,1768.92
8FYI2,Pet Supplies,For your lovely pet,Water and Food Bowls,1025.42
NBG66,Others,for everyday use,Plants,441.60
9KN85,Electronics,,Laptop Stand,940.96
0W7SQ,Sports & Outdoors,,Sports Shoes,681.61
71L5T,Others,,Lamp,970.00
0AEQE,Pet Supplies,,Leash And Collar,487.47
C0SJF,Others,for everyday use,Notebook,1941.26
PONU9,Office Products,,Pencil,971.30
GHHI6,Electronics,,Charger,1862.68
VQJ4W,Beauty & Personal Care,,Serum,1039.16
FAPD7,Office Products,For everyday office use,Pencil,1687.79
HNTRA,"Clothing, Shoes & Jewelry",,Tshirt,1040.10
0LK9J,Office Products,,Pencil,80.20
4PSLL,Toys & Games,"Unbox the package to find a soft, plush, sparkly doll!",Barbie,856.30
VL951,Pet Supplies,For your lovely pet,Pet Grooming,1240.40
ZCD8O,Others,,Chair,1541.53
P3DKE,Others,,Plants,1921.99
8DLVE,Home & Kitchen,One of a kind stainless steel,Bowls,392.88
QQ7KW,Pet Supplies,,Water and Food Bowls,1665.24
D9A0T,"Clothing, Shoes & Jewelry",cotton feels great for comfort that lasts.,Boots,1224.58
BW4VJ,"Clothing, Shoes & Jewelry",Machine Wash,Jacket,1145.47
AYP1L,Office Products,For everyday office use,Pen,1766.20
OWOR7,"Arts, Crafts & Sewing",,Canvas,1315.90
DBUU4,"Arts, Crafts & Sewing",,Canvas,984.40
SLNVK,Toys & Games,,Hot Wheels,1793.90
88VSC,Office Products,,Paper Clips,1919.92
7KRXT,Home & Kitchen,Professional quality at its best – the best materials to update your cooking!,Mats,119.36
NDFV1,Electronics,Reams of high-bandwidth DDR4 RAM,Charger,376.68
U4PLI,Home & Kitchen,Professional quality at its best – the best materials to update your cooking!,Can Opener,297.19
CS6OM,Pet Supplies,For your lovely pet,Pet Grooming,1338.98
QO8TL,Others,,Lamp,525.66
NMCS5,Office Products,,Pen,372.42
6U1EP,Electronics,【11th Gen Intel Core i5-1135G7】,Charger,718.85
620XI,"Arts, Crafts & Sewing",,Curtains,915.54
TVL8L,Office Products,For everyday office use,Marker,904.71
YGK1C,Pet Supplies,,Pet Grooming,562.50
S2PAQ,Sports & Outdoors,100% Synthetic,Badminton Racket,55.86
NOMII,"Arts, Crafts & Sewing",,Oil Paints,805.80
Z85FL,Home & Kitchen,One of a kind stainless steel,Sauce Pots,162.14
DHRDF,Beauty & Personal Care,,Handwash,1176.28
3HN8I,Electronics,Reams of high-bandwidth DDR4 RAM,Speaker,1461.34
8VJHO,"Clothing, Shoes & Jewelry",,Tshirt,1399.80
RCJ9V,Pet Supplies,,Pet Bed,1096.72
MJQU1,Beauty & Personal Care,Suitable for all skin types,Bath Soap,903.00
4CZLC,Others,,Lamp,1344.28
L6Y82,Pet Supplies,,Water and Food Bowls,1548.99
RBAQB,"Arts, Crafts & Sewing",Set of 12,Acrylic Paints,1012.58
5OJAY,Home & Kitchen,,Can Opener,296.53
UVB6W,"Arts, Crafts & Sewing",Set of 10,Watercolor Pens,112.16
1ST10,Office Products,,Sticky Notes,1382.34
YRXZE,Home & Kitchen,Professional quality at its best – the best materials to update your cooking!,Mats,410.83
3MFED,Others,,Nail Paint,1066.00
LU1YB,"Arts, Crafts & Sewing",Set of 12,Watercolor Pens,887.88
VJL48,Office Products,,Paper Clips,1516.54
FHLNS,Electronics,Reams of high-bandwidth DDR4 RAM,Laptop Stand,1456.70
7GDY3,Office Products,For everyday office use,Marker,407.60
YQ8UX,Others,for everyday use,Nail Paint,1344.30
OFCWG,Pet Supplies,,Leash And Collar,454.80
8VPDR,Beauty & Personal Care,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",Toothpaste,1884.53
D3QEY,Home & Kitchen,One of a kind stainless steel,Salad Spinner,1131.52
JMKN1,Toys & Games,make a great gift for kids 3 to 7 years olds,Barbie,1934.28
V4VEP,Beauty & Personal Care,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",Facewash,1324.38
E5IPT,Sports & Outdoors,100% Synthetic,Basketball,223.40
893J5,Beauty & Personal Care,,Toothpaste,1099.27
B4JGO,Home & Kitchen,,Mats,157.45
8MQ4Y,"Arts, Crafts & Sewing",Set of 10,Curtains,1118.92
JGE5I,Home & Kitchen,,Can Opener,1846.30
Q4KOZ,Office Products,,Sticky Notes,864.25
FD6RD,Pet Supplies,,Pet Grooming,303.98
HX24T,Others,for everyday use,Lamp,622.83
HZDHN,Electronics,Reams of high-bandwidth DDR4 RAM,Laptop Stand,253.50
X3O4G,Sports & Outdoors,Cushioning provides excellent shock absorption,Hat,1499.46
MRRFY,Electronics,【11th Gen Intel Core i5-1135G7】,Charger,419.94
8VEJV,Home & Kitchen,Professional quality at its best – the best materials to update your cooking!,Knives,1271.80
DMKA8,Electronics,【11th Gen Intel Core i5-1135G7】,Mobile,1622.82
GAVEY,Beauty & Personal Care,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",Serum,1674.19
7PFC0,Office Products,For everyday office use,Sticky Notes,1064.99
M6T9S,Toys & Games,,Hot Wheels,545.44
2XMIX,Beauty & Personal Care,,Bath Soap,484.60
ICCZ6,Others,for everyday use,Notebook,856.59
82QRC,Beauty & Personal Care,,Serum,1796.30
CGO82,Beauty & Personal Care,Suitable for all skin types,Handwash,1376.55
HR92N,Beauty & Personal Care,,Facewash,1484.00
N25NF,Pet Supplies,For your lovely pet,Pet Grooming,1083.28
M71NZ,"Clothing, Shoes & Jewelry",Machine Wash,Necklace,192.71
PWAD9,"Clothing, Shoes & Jewelry",,Jeans,1209.37
6NH4Q,Office Products,For everyday office use,Sticky Notes,1867.66
2C3NB,Office Products,For everyday office use,Paper Clips,599.37
B49BQ,Pet Supplies,For your lovely pet,Pet Bed,1647.70
H23WH,"Arts, Crafts & Sewing",,Easel,1581.74
ZIE9T,Home & Kitchen,Professional quality at its best – the best materials to update your cooking!,Bowls,1477.51
BCBYO,"Clothing, Shoes & Jewelry",,Jacket,1140.38
U9N54,Office Products,For everyday office use,Sticky Notes,528.41
EOD6K,"Clothing, Shoes & Jewelry",,Boots,401.33
NAIHX,Others,for everyday use,Chair,280.72
IKNTK,Home & Kitchen,One of a kind stainless steel,Bowls,308.95
ED7K5,"Arts, Crafts & Sewing",Set of 12,Watercolor Pens,694.50
PUU71,Home & Kitchen,,Pans,720.41
M9BC0,Office Products,,Pencil,1731.55
OII16,Sports & Outdoors,100% Synthetic,Sports Shoes,247.31
Q8S57,"Arts, Crafts & Sewing",,Canvas,1137.36
1D80K,Toys & Games,,Hot Wheels,1459.80
WIX3U,Pet Supplies,,Pet Bed,561.58
1PMBX,Pet Supplies,For your lovely pet,Leash And Collar,1065.70
76IIX,"Arts, Crafts & Sewing",,Acrylic Paints,671.46
4TB3U,Electronics,Reams of high-bandwidth DDR4 RAM,Laptop Stand,691.20
A6EVB,Electronics,【11th Gen Intel Core i5-1135G7】,Laptop Stand,1984.55
EFBHU,Toys & Games,,Hot Wheels,1316.39
EJCNK,Office Products,For everyday office use,Paper Clips,1531.89
SOODT,Sports & Outdoors,Cushioning provides excellent shock absorption,Badminton Racket,5.79
RUVID,Electronics,Reams of high-bandwidth DDR4 RAM,Laptop Stand,1661.15
3PN6U,Electronics,"【Display and Graphics】17.3 diagonal, FHD ",Laptop,975.57
EZFLP,Electronics,,Kindle,1142.10
NTDCM,Electronics,,Charger,692.88
Y6EC4,Office Products,,Marker,591.59
ZHND1,Electronics,,Ipad,408.80
K4UET,Sports & Outdoors,100% Synthetic,Basketball,978.24
HLH8X,Home & Kitchen,One of a kind stainless steel,Salad Spinner,1024.60
2UBTE,Toys & Games,,Hot Wheels,1614.62
9XEE0,Pet Supplies,For your lovely pet,Water and Food Bowls,471.10
EALTD,Others,for everyday use,Lamp,1690.44
RU6OR,Home & Kitchen,,Knives,1960.90
MGVZ9,"Arts, Crafts & Sewing",,Oil Paints,739.50
YCQSP,Home & Kitchen,One of a kind stainless steel,Knives,710.48
F7549,Sports & Outdoors,,Hat,686.56
OMIGS,Office Products,For everyday office use,Marker,890.68
MGBJ0,Beauty & Personal Care,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",Facewash,578.21
BRA2R,Electronics,,Airpods,1057.69
LPHJT,Others,for everyday use,Plants,482.68
41KTJ,Toys & Games,"Unbox the package to find a soft, plush, sparkly doll!",Kite,328.60
8YT6D,Toys & Games,make a great gift for kids 3 to 7 years olds,Barbie,1798.74
4MGMW,Beauty & Personal Care,,Handwash,1907.54
CNUS5,Office Products,,Paper Clips,303.56
IJYFR,Office Products,For everyday office use,Sticky Notes,1553.46
K94V1,"Clothing, Shoes & Jewelry",,Boots,53.16
F42D4,Office Products,,Pencil,1361.73
WFRBM,Others,,Lamp,1112.41
BVWJ2,Others,for everyday use,Nail Paint,1143.11
CXRW8,"Clothing, Shoes & Jewelry",,Necklace,881.97
TJLCY,Others,for everyday use,Notebook,1523.81
2PFJM,Pet Supplies,For your lovely pet,Pet Bed,1148.58
2W7MA,Toys & Games,make a great gift for kids 3 to 7 years olds,Barbie,573.74
PQ7ZM,Sports & Outdoors,,Sports Shoes,1727.98
1B1PX,Pet Supplies,For your lovely pet,Water and Food Bowls,538.40
98GK8,Home & Kitchen,One of a kind stainless steel,Sauce Pots,1534.24
Q6MD7,"Clothing, Shoes & Jewelry",,Hoodie,1370.19
HYB2U,"Arts, Crafts & Sewing",Set of 10,Canvas,1581.51
PG93O,Beauty & Personal Care,,Facewash,441.48
22V1Z,Electronics,【11th Gen Intel Core i5-1135G7】,Laptop Stand,1856.85
RFAI5,Pet Supplies,,Leash And Collar,672.61
CHC0U,"Arts, Crafts & Sewing",,Easel,1857.94
QYXZ1,Others,,Nail Paint,1013.66
0530H,Beauty & Personal Care,,Serum,805.21
TLO0G,"Clothing, Shoes & Jewelry",100% Cotton,Necklace,903.50
IDGSO,Electronics,【11th Gen Intel Core i5-1135G7】,Laptop,333.75
AYQOU,"Clothing, Shoes & Jewelry",,Boots,283.80
46NOM,"Arts, Crafts & Sewing",Set of 10,Acrylic Paints,1789.90
MKWMK,Electronics,【11th Gen Intel Core i5-1135G7】,Ipad,1990.40
NKVYU,Toys & Games,,Barbie,878.11
MA1XV,Pet Supplies,,Water and Food Bowls,989.49
CFMBD,Electronics,,Ipad,915.95
PCJ9R,Toys & Games,,Barbie,1800.13
EW9H0,Beauty & Personal Care,Suitable for all skin types,Toothpaste,1905.97
G01G8,"Arts, Crafts & Sewing",,Oil Paints,112.35
FHH8T,Beauty & Personal Care,Suitable for all skin types,Toothpaste,558.78
O14UE,Office Products,For everyday office use,Sticky Notes,993.47
VLPM4,Electronics,Reams of high-bandwidth DDR4 RAM,Kindle,1883.27
F3GZL,Home & Kitchen,One of a kind stainless steel,Mats,1440.17
NMSJA,Sports & Outdoors,Cushioning provides excellent shock absorption,Badminton Racket,1960.30
QOYAI,Toys & Games,"Unbox the package to find a soft, plush, sparkly doll!",Barbie,1032.13
TMNI9,Beauty & Personal Care,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",Facewash,201.87
CT5PR,Electronics,Reams of high-bandwidth DDR4 RAM,Kindle,622.15
KXXD5,Office Products,For everyday office use,Pen,76.11
P1XJK,Electronics,Reams of high-bandwidth DDR4 RAM,Laptop Stand,1772.58
WEPUV,Toys & Games,,Kite,15.94
RKS04,Others,,Plants,1505.32
PBZL5,Beauty & Personal Care,,Toothpaste,266.30
3YOIC,Home & Kitchen,One of a kind stainless steel,Mats,85.49
3AHA8,Toys & Games,,Barbie,1119.84
Q1HVC,Home & Kitchen,,Mats,316.88
LQGG6,Others,for everyday use,Notebook,368.98
NIT83,Office Products,,Sticky Notes,1337.76
RAYAM,Beauty & Personal Care,,Toothpaste,1009.90
ZZ1Y8,Others,for everyday use,Notebook,1604.26
JKHBF,Others,,Chair,608.74
ETPGJ,Others,,Chair,1079.00
YBE2H,Toys & Games,make a great gift for kids 3 to 7 years olds,Teddy Bear,1928.80
UH2XI,Sports & Outdoors,,Basketball,1039.23
5I972,Toys & Games,,Barbie,1706.70
RB5IA,"Arts, Crafts & Sewing",Set of 10,Acrylic Paints,898.26
JT09N,Electronics,Reams of high-bandwidth DDR4 RAM,Kindle,868.32
1PVSJ,Others,for everyday use,Lamp,1820.60
DG8FT,"Arts, Crafts & Sewing",Set of 12,Canvas,447.90
0LRO8,"Clothing, Shoes & Jewelry",,Tshirt,1467.65
HD7IO,Office Products,For everyday office use,Paper Clips,999.13
ZK8Q4,"Clothing, Shoes & Jewelry",,Jeans,1326.14
023FB,Home & Kitchen,Professional quality at its best – the best materials to update your cooking!,Mats,245.20
C4EE5,Beauty & Personal Care,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",Serum,1021.86
EMQ0N,"Arts, Crafts & Sewing",Set of 12,Oil Paints,867.96
PK6D0,Others,for everyday use,Nail Paint,332.85
5A8BD,Beauty & Personal Care,,Serum,151.94
KWLIJ,"Arts, Crafts & Sewing",,Oil Paints,1408.35
XCE4B,Sports & Outdoors,,Sports Shoes,1506.35
OHX9M,Toys & Games,make a great gift for kids 3 to 7 years olds,Hot Wheels,854.44
A3YW7,Others,for everyday use,Lamp,730.10
AK80A,Others,,Notebook,1853.75
HDRV1,Beauty & Personal Care,,Facewash,1760.97
JPWP8,Pet Supplies,,Pet Bed,1264.49
SOOW3,Office Products,,Sticky Notes,304.17
P56HC,"Clothing, Shoes & Jewelry",,Necklace,616.28
8JODX,Electronics,,Laptop Stand,814.43
G6WXN,Others,,Lamp,1644.72
WHQ8P,Electronics,Reams of high-bandwidth DDR4 RAM,Kindle,91.22
GY7H1,"Clothing, Shoes & Jewelry",,Tshirt,1333.71
1ZCUJ,Sports & Outdoors,Cushioning provides excellent shock absorption,Basketball,866.32
1UU1K,Sports & Outdoors,100% Synthetic,Sports Shoes,1427.56
1W4OJ,"Clothing, Shoes & Jewelry",,Tshirt,193.83
KZZIF,Home & Kitchen,,Knives,1216.85
ZDG2I,Beauty & Personal Care,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",Facewash,1716.98
W2JZA,Pet Supplies,,Pet Bed,407.80
1DUJR,"Clothing, Shoes & Jewelry",,Jacket,1370.93
9SKZ0,Pet Supplies,,Water and Food Bowls,386.52
5OD8K,Beauty & Personal Care,,Serum,228.42
5FW5V,Toys & Games,"Unbox the package to find a soft, plush, sparkly doll!",Hot Wheels,428.92
TO2MS,Electronics,Reams of high-bandwidth DDR4 RAM,Airpods,663.46
FWQYU,"Clothing, Shoes & Jewelry",100% Cotton,Hoodie,1997.39
DPOVW,"Arts, Crafts & Sewing",Set of 12,Watercolor Pens,806.20
LK6KC,Sports & Outdoors,,Hat,63.34
XF6E5,Sports & Outdoors,Cushioning provides excellent shock absorption,Sports Shoes,662.14
PRKTP,Sports & Outdoors,100% Synthetic,Hat,628.95
M5VN9,Toys & Games,"Unbox the package to find a soft, plush, sparkly doll!",Barbie,1224.91
VHEX7,Sports & Outdoors,,Hat,1138.68
K3KR7,Sports & Outdoors,100% Synthetic,Hat,538.87
AC1PU,Home & Kitchen,,Spoons,51.80
1GSBK,Beauty & Personal Care,,Facewash,84.11
914EW,Others,for everyday use,Nail Paint,19.13
BU5J7,Pet Supplies,,Pet Grooming,1956.95
VSA5H,"Clothing, Shoes & Jewelry",,Boots,1393.71
6KXXZ,Others,,Nail Paint,295.26
Y0RSA,Sports & Outdoors,,Badminton Racket,1680.11
VC3M2,Office Products,For everyday office use,Sticky Notes,833.41
1KUAA,Office Products,,Marker,1881.50
8F2RM,Sports & Outdoors,100% Synthetic,Sports Shoes,148.70
XANZT,"Clothing, Shoes & Jewelry",Machine Wash,Boots,371.43
GUKS1,Home & Kitchen,One of a kind stainless steel,Can Opener,754.74
RB31R,Electronics,,Laptop,357.92
EKEMN,Beauty & Personal Care,,Handwash,439.66
4R41B,Others,for everyday use,Notebook,312.99
J4142,Electronics,"【Display and Graphics】17.3 diagonal, FHD ",Ipad,760.15
X1LNO,Office Products,,Pen,1792.54
LYPJS,Electronics,,Ipad,569.15
F8DX5,Others,for everyday use,Chair,1752.36
L0MNY,"Clothing, Shoes & Jewelry",,Hoodie,1668.78
0G1AD,Sports & Outdoors,Cushioning provides excellent shock absorption,Hat,853.48
64NEK,Electronics,【11th Gen Intel Core i5-1135G7】,Charger,1175.48
1BB7K,Electronics,,Laptop Stand,936.68
EF0KU,"Clothing, Shoes & Jewelry",cotton feels great for comfort that lasts.,Hoodie,1048.44
G4WM7,Office Products,,Marker,594.53
Q0N91,Office Products,,Paper Clips,773.92
LTI3D,Electronics,"【Display and Graphics】17.3 diagonal, FHD ",Ipad,209.78
SA9R8,"Arts, Crafts & Sewing",,Acrylic Paints,1906.38
7X6A6,"Clothing, Shoes & Jewelry",100% Cotton,Jacket,933.30
2RZAQ,Home & Kitchen,Professional quality at its best – the best materials to update your cooking!,Bowls,1603.85
3AT9Q,Sports & Outdoors,,Badminton Racket,1044.55
QIIOX,Toys & Games,"Unbox the package to find a soft, plush, sparkly doll!",Teddy Bear,1227.10
GJUIE,Electronics,【11th Gen Intel Core i5-1135G7】,Kindle,685.14
HCWCI,Toys & Games,"Unbox the package to find a soft, plush, sparkly doll!",Teddy Bear,472.30
KLTLO,Sports & Outdoors,Cushioning provides excellent shock absorption,Hat,988.94
SM7HE,Home & Kitchen,,Can Opener,1473.36
XR6OU,Beauty & Personal Care,Suitable for all skin types,Facewash,1763.78
7WPPD,Toys & Games,make a great gift for kids 3 to 7 years olds,Barbie,438.46
JMFI3,Electronics,【11th Gen Intel Core i5-1135G7】,Charger,1295.54
RRVMQ,Toys & Games,,Barbie,1985.15
0TZUP,"Clothing, Shoes & Jewelry",,Necklace,212.35
RTAS5,"Clothing, Shoes & Jewelry",100% Cotton,Jeans,377.20
B1IDR,Pet Supplies,,Pet Bed,239.69
DMEND,Others,,Nail Paint,1406.45
80KPU,"Clothing, Shoes & Jewelry",Machine Wash,Tshirt,1611.25
D6LBB,Home & Kitchen,,Bowls,1899.66
WIA72,Others,,Notebook,763.43
EHTGX,"Clothing, Shoes & Jewelry",,Necklace,405.30
BMK2R,Sports & Outdoors,,Hat,831.90
8ZFH4,Pet Supplies,,Leash And Collar,541.44
C1QUJ,"Arts, Crafts & Sewing",,Oil Paints,467.41
HA1DL,Toys & Games,make a great gift for kids 3 to 7 years olds,Kite,1558.18
LTRNC,"Clothing, Shoes & Jewelry",cotton feels great for comfort that lasts.,Rings,159.27
R6JHO,Toys & Games,,Kite,556.41
E1UZR,Beauty & Personal Care,,Facewash,1704.52
URWH5,Pet Supplies,For your lovely pet,Water and Food Bowls,208.10
ZBPGL,"Clothing, Shoes & Jewelry",,Necklace,703.32
EVVPE,Toys & Games,"Unbox the package to find a soft, plush, sparkly doll!",Barbie,1188.98
OZ28R,Electronics,,Ipad,1950.65
UG9EL,Pet Supplies,,Pet Grooming,503.54
YY0XA,Sports & Outdoors,100% Synthetic,Sports Shoes,869.72
KKOL3,Toys & Games,,Kite,1458.23
BCVG0,Others,,Lamp,1449.30
T2WYE,Electronics,Reams of high-bandwidth DDR4 RAM,Kindle,794.15
UTID3,Electronics,,Airpods,64.90
VG902,"Arts, Crafts & Sewing",,Easel,187.13
VYW4E,"Arts, Crafts & Sewing",Set of 12,Canvas,1955.13
E9T29,Beauty & Personal Care,,Toothpaste,1942.25
8MWF5,Sports & Outdoors,Cushioning provides excellent shock absorption,Badminton Racket,1872.20
TN5L5,Home & Kitchen,,Mats,315.59
XW2MZ,Toys & Games,,Teddy Bear,1287.99
X11HO,Electronics,,Charger,1925.78
A5MWT,Office Products,For everyday office use,Pencil,406.36
LTVME,Others,for everyday use,Lamp,1685.47
S68BT,Toys & Games,,Hot Wheels,1432.67
6DMN1,Home & Kitchen,,Sauce Pots,1837.23
S519U,Beauty & Personal Care,Suitable for all skin types,Bath Soap,289.49
RT6AO,"Arts, Crafts & Sewing",Set of 10,Canvas,717.99
NPO7D,Sports & Outdoors,,Basketball,1759.55
KSHV7,Office Products,,Pen,1361.22
HH6T6,Toys & Games,"Unbox the package to find a soft, plush, sparkly doll!",Barbie,1071.20
CNSIJ,Pet Supplies,For your lovely pet,Pet Bed,1332.71
N6A3E,Toys & Games,"Unbox the package to find a soft, plush, sparkly doll!",Hot Wheels,1241.15
E0TV1,"Clothing, Shoes & Jewelry",Machine Wash,Rings,1569.95
ZP2ME,"Clothing, Shoes & Jewelry",,Jacket,1318.13
O11CW,Home & Kitchen,Professional quality at its best – the best materials to update your cooking!,Spoons,621.87
8ZMVM,"Clothing, Shoes & Jewelry",100% Cotton,Tshirt,124.30
3Z7Q3,Electronics,,Mobile,44.30
BJ697,Toys & Games,,Teddy Bear,373.73
D4GDL,Pet Supplies,,Water and Food Bowls,567.25
CURLT,"Arts, Crafts & Sewing",Set of 12,Watercolor Pens,655.32
CCTUH,"Clothing, Shoes & Jewelry",,Boots,706.98
4MX3D,Electronics,,Airpods,847.88
OYWB8,Home & Kitchen,,Bowls,1170.37
K59CY,"Arts, Crafts & Sewing",,Acrylic Paints,443.15
3MK6U,Others,,Plants,45.31
C0SBB,"Arts, Crafts & Sewing",,Watercolor Pens,38.64
VLLPK,Office Products,,Marker,1863.15
IFEOM,"Arts, Crafts & Sewing",Set of 10,Curtains,1031.84
FVTDR,Pet Supplies,For your lovely pet,Leash And Collar,58.93
